id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_popularity,artist_popularity,year,hit
4pLwZjInHj3SimIyN9SnOz,0.0408,0.648,226160,0.738,0.0,6,0.292,-5.882999999999999,0,0.247,159.145,4,0.603,20,95.0,2017,1
4qknM1pQz53QOyfDVTjcM9,0.193,0.74,226893,0.879,8.25e-05,9,0.0928,-2.251,0,0.105,103.71,4,0.948,72,86.0,2017,1
3E2Zh20GDCR9B1EYjfXWyv,0.13699999999999998,0.6729999999999999,201160,0.637,0.0,5,0.184,-4.518,1,0.0429,123.98,4,0.6779999999999999,55,79.0,2017,1
2Gl0FzuLxflY6nPifJp5Dr,0.19699999999999998,0.633,193511,0.5920000000000001,0.0,0,0.099,-7.245,0,0.11199999999999999,90.066,4,0.679,71,87.5,2017,1
0xl1w2q4VLojeXp4JfazPL,0.0407,0.903,307593,0.439,0.0,8,0.138,-11.812999999999999,1,0.397,139.112,4,0.532,65,92.0,2017,1
4BHzQ9C00ceJxfG16AlNWb,0.0415,0.69,223080,0.524,3.16e-06,6,0.17,-8.39,0,0.10300000000000001,164.023,4,0.562,72,86.0,2017,1
4Km5HrUvYTaSUfiSGPJeQR,0.061,0.927,343150,0.665,0.0,11,0.12300000000000001,-5.313,1,0.244,127.07600000000001,4,0.175,77,87.5,2017,1
50PWlIBU7PlGGwzgN8TiFJ,0.47700000000000004,0.6679999999999999,205280,0.449,0.0,0,0.107,-7.897,1,0.0451,129.889,4,0.154,18,89.0,2017,1
2RttW7RAu5nOAfq6YFvApB,0.536,0.522,207520,0.385,0.0,0,0.135,-7.355,1,0.0288,89.792,4,0.23600000000000002,84,98.0,2017,1
5Htb1uFQ1KrkFXlefS8oGj,0.0247,0.516,236987,0.5920000000000001,0.0,3,0.18100000000000002,-5.465,0,0.0566,82.05,4,0.271,6,86.0,2017,1
5LYQSNHZxEA880URXFHg6h,0.588,0.499,264011,0.6759999999999999,0.00484,0,0.358,-8.618,0,0.0582,99.979,4,0.295,6,91.5,2017,1
3EmmCZoqpWOTY1g2GBwJoR,0.0038299999999999996,0.647,198774,0.932,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,0.374,70,78.5,2017,1
2Ce5IyMlVRVvN997ZJjJJA,0.0303,0.415,251423,0.369,7.64e-06,8,0.38299999999999995,-10.044,1,0.0741,95.74600000000001,4,0.0913,31,90.5,2017,1
4tERsdVCLtLtrGdFBf9DGC,0.052000000000000005,0.715,230880,0.742,2.47e-05,0,0.364,-4.331,1,0.0347,106.971,4,0.322,71,79.0,2017,1
6zLdXcmvIxnAXpz9sXFnIE,0.000907,0.612,227373,0.841,0.0,9,0.37,-3.795,0,0.0353,104.986,4,0.499,9,80.5,2017,1
05ZXXyeZFhZtA6DAP3Aw7x,0.11,0.7509999999999999,234366,0.8390000000000001,0.0,9,0.0865,-3.367,1,0.054000000000000006,95.01899999999999,4,0.639,66,69.5,2017,1
0gbBzIqrECJOEPvQJIBFs5,0.0162,0.616,234653,0.7140000000000001,1.23e-05,9,0.0817,-7.792000000000001,1,0.0982,128.924,4,0.24,14,80.0,2017,1
20dP2DaMHIAmwWAbp7peSr,0.114,0.711,252256,0.7390000000000001,0.0,7,0.226,-3.804,0,0.129,136.91899999999998,4,0.43,74,95.0,2017,1
5kRPPEWFJIMox5qIkQkiz5,0.746,0.42700000000000005,224867,0.262,0.0,7,0.068,-8.541,1,0.0276,104.085,4,0.228,78,89.0,2017,1
6E39QsoWB7JjphPF9xCQSN,0.11699999999999999,0.65,268813,0.8009999999999999,0.000231,8,0.34700000000000003,-2.178,1,0.0694,124.12299999999999,4,0.35600000000000004,65,73.0,2017,1
54LGxQGf5LPXNGjtzDZ5IE,0.085,0.726,166707,0.5760000000000001,0.0,0,0.0458,-7.341,1,0.146,82.055,4,0.7829999999999999,59,86.5,2017,1
1uL78kFWxhz3umTMWJu8n5,0.0715,0.813,207039,0.528,0.0,6,0.125,-6.305,0,0.313,79.532,4,0.131,72,89.0,2017,1
4iYRa2btalAzPZoSYfROqF,0.138,0.568,254200,0.619,1.67e-06,1,0.11,-6.899,1,0.414,170.115,4,0.293,68,87.0,2017,1
33bnxcjePIkcmNjEFTJX0l,0.0482,0.6809999999999999,220117,0.7879999999999999,0.0,1,0.0753,-4.323,1,0.0785,170.019,4,0.8390000000000001,75,86.0,2017,1
4xlrALxuaCf9yZBHJeTSG6,0.113,0.741,184134,0.79,0.0,11,0.0542,-4.086,0,0.0469,104.04299999999999,4,0.528,20,77.5,2017,1
6Nle9hKrkL1wQpwNfEkxjh,0.8740000000000001,0.7759999999999999,210285,0.503,0.0,0,0.11199999999999999,-5.732,0,0.237,110.134,4,0.473,84,88.0,2017,1
3Ga6eKrUFf12ouh9Yw3v2D,0.18,0.775,193456,0.679,7.26e-05,4,0.068,-4.985,0,0.135,166.00799999999998,4,0.619,76,93.5,2017,1
7FfpP3YZ6fOWMdxkIAtud9,0.0668,0.708,230520,0.56,0.0,9,0.111,-7.132000000000001,1,0.129,163.043,4,0.41100000000000003,67,90.0,2017,1
2vjmyyAnDUzilFYxOlTdO1,0.0553,0.66,157643,0.775,0.0,2,0.129,-4.926,1,0.172,157.036,4,0.635,57,83.0,2017,1
2oUuLLKS8WbF7ELJcwbqms,0.043,0.728,151041,0.735,0.0,1,0.34,-3.9610000000000003,1,0.307,139.128,4,0.225,0,95.0,2017,1
1hy6kKvsPbv7VTcllCuATC,0.303,0.514,219440,0.36200000000000004,9.3e-06,2,0.10400000000000001,-7.757999999999999,1,0.0263,84.76700000000001,4,0.301,12,84.0,2017,1
3pzjHKrQSvXGHQ98dx18HI,0.59,0.845,205680,0.5670000000000001,0.0014199999999999998,5,0.0811,-8.118,0,0.0956,125.02,4,0.7929999999999999,15,95.0,2017,1
000xQL6tZNLJzIrtIgxqSl,0.131,0.748,188491,0.627,0.0,7,0.0852,-6.029,1,0.0644,120.963,4,0.524,67,84.5,2017,1
2FBUoWkIuQXwayw2RNo5l6,0.0034700000000000004,0.903,267067,0.62,0.00011899999999999999,2,0.0504,-8.094,1,0.0587,134.96,4,0.539,11,98.0,2017,1
1D3ODoXHBLpdxolZRHWV1j,0.0778,0.696,201254,0.743,0.0,6,0.0581,-3.838,1,0.0331,122.978,4,0.644,10,80.5,2017,1
1CKd1PnqfYx0H12V9MSaIY,0.0215,0.716,204583,0.917,7.91e-06,1,0.0515,-3.674,1,0.0527,107.969,4,0.501,8,83.5,2017,1
0VJYhKhrHgJ7fgjGaC2k07,0.461,0.597,50748,0.113,0.000393,0,0.14800000000000002,-34.475,1,0.9540000000000001,81.311,5,0.313,60,95.0,2017,1
0RTzJVkunbGwuRjXDFHnjf,0.0237,0.627,251147,0.847,0.0,10,0.212,-5.303,1,0.0352,126.01700000000001,4,0.611,71,74.0,2017,1
042x9bsUBWW2fJgJ6fUh61,0.0933,0.713,196307,0.733,2.23e-05,6,0.237,-6.431,1,0.152,108.992,4,0.502,41,58.66666666666666,2017,1
5Z01UMMf7V1o0MzF86s6WJ,0.00868,0.6920000000000001,326467,0.7440000000000001,0.00042300000000000004,2,0.359,-4.565,1,0.257,171.37400000000002,4,0.0612,78,94.0,2017,1
4yN6xPLopmTLvc27pO9LIE,0.204,0.685,221027,0.731,0.0,5,0.0722,-5.119,0,0.09300000000000001,177.912,4,0.7859999999999999,70,89.5,2017,1
5CtI0qwDJkDQGwXD1H1cLb,0.22899999999999998,0.6940000000000001,228827,0.815,0.0,2,0.0924,-4.328,1,0.12,88.931,4,0.813,25,91.0,2017,1
7bsnTsbiwOymZWjPF9v6Di,0.0098,0.922,261615,0.583,0.0,5,0.0962,-4.982,1,0.0753,136.043,4,0.494,69,82.5,2017,1
3JKhmIlixlYwFLzrkc6drb,0.0036899999999999997,0.515,217547,0.847,6.659999999999999e-05,5,0.293,-2.951,1,0.039,168.104,4,0.645,2,81.0,2017,1
0Nhu3zSYbEz32IYiobV75e,0.1,0.6629999999999999,214802,0.575,3.16e-06,6,0.133,-4.907,0,0.0458,110.04,4,0.45799999999999996,8,92.0,2017,1
3YU6vJbjYUG0tiJyXf9x5V,0.0534,0.589,268867,0.731,0.0,2,0.308,-6.343,1,0.0868,87.90799999999999,4,0.191,13,89.5,2017,1
3zJw3rugfpVrmBeDDnUYzy,0.319,0.32799999999999996,213880,0.607,0.0,2,0.765,-11.075999999999999,1,0.0315,146.539,3,0.395,87,75.5,2017,1
2MHCiOohBZEQuLgDTPvSzF,0.105,0.562,205920,0.9059999999999999,0.0,4,0.145,-2.085,1,0.0758,124.146,4,0.674,64,71.5,2017,1
1Eck97uRMlprKOOJN9oO1E,0.00464,0.565,225526,0.7709999999999999,0.0,1,0.0568,-5.22,1,0.213,168.385,4,0.573,62,86.0,2017,1
7ARveOiD31w2Nq0n5FsSf8,0.0024100000000000002,0.622,221874,0.58,2.95e-05,1,0.11199999999999999,-5.273,0,0.0504,104.41,4,0.512,68,80.0,2017,1
2ekn2ttSfGqwhhate0LSR0,0.0026100000000000003,0.762,209320,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608,84,91.0,2017,1
0y1QJc3SJVPKJ1OvFmFqe6,0.579,0.489,213707,0.505,0.000333,10,0.10400000000000001,-8.022,0,0.11699999999999999,163.255,4,0.337,77,72.0,2017,1
5WEqjIUHkwZ5h3DSE7F9bM,0.0181,0.701,159864,0.7170000000000001,0.00599,7,0.0713,-4.367,0,0.055999999999999994,109.999,4,0.6659999999999999,41,78.5,2017,1
5humEOJehpAwMJEJmb0JJ2,0.904,0.31,190973,0.095,3.43e-05,1,0.128,-17.828,1,0.0366,72.76,4,0.188,59,81.0,2017,1
2dfqS3MRtbLZSZA1IL8xY5,0.0103,0.745,143214,0.8220000000000001,4.2000000000000004e-06,7,0.155,-6.354,1,0.252,86.73299999999999,5,0.415,61,98.0,2017,1
1sCxVKWImDZSZKvG0U9B23,0.175,0.953,214648,0.41,0.0,1,0.0768,-6.542999999999999,1,0.0705,121.074,4,0.718,14,92.0,2017,1
6i759FCuKx713ZnYjtpQGU,0.284,0.616,206027,0.424,0.0,1,0.17300000000000001,-8.237,1,0.251,76.676,4,0.5820000000000001,55,94.0,2017,1
6jmngk8Fwup05JZ6kgXEGX,0.0168,0.539,232907,0.768,1.43e-06,4,0.0939,-5.343999999999999,1,0.0336,99.961,4,0.12,13,91.0,2017,1
2nUJvBO87SkxCViQsLc9Zr,0.11,0.895,186027,0.885,4.04e-05,0,0.106,-4.1819999999999995,1,0.268,134.97299999999998,4,0.633,12,59.0,2017,1
1P17dC1amhFzptugyAO7Il,0.204,0.7659999999999999,211853,0.7090000000000001,1.4099999999999999e-05,9,0.126,-6.471,0,0.12300000000000001,128.07,4,0.506,70,95.0,2017,1
2uSLx5uwRIhiA3sJJraNqX,0.479,0.938,193604,0.5489999999999999,3.9200000000000004e-05,11,0.10099999999999999,-4.8839999999999995,1,0.067,115.036,4,0.52,4,89.5,2017,1
0G149jkGWKwrPXUGkEDgWM,0.0438,0.8390000000000001,271307,0.43700000000000006,2.75e-06,5,0.131,-11.344000000000001,0,0.285,82.008,4,0.46399999999999997,1,89.0,2017,1
0ADG9OgdVTL7fgREP75BrZ,0.00778,0.5760000000000001,224031,0.782,0.0,6,0.285,-4.825,0,0.0296,141.153,4,0.355,71,83.0,2017,1
4svZDCRz4cJoneBpjpx8DJ,0.0679,0.696,238253,0.602,2.11e-05,0,0.0696,-6.156000000000001,0,0.159,82.98899999999999,4,0.305,69,95.0,2017,1
3dQDid3IUNhZy1OehIfYfE,0.256,0.772,238800,0.909,0.0,6,0.255,-3.225,0,0.166,96.031,4,0.6940000000000001,8,85.0,2017,1
6Q2FftbUG530lCtBI74bMH,0.501,0.8390000000000001,209269,0.81,0.0,5,0.11699999999999999,-5.274,0,0.0568,129.014,4,0.8140000000000001,3,88.5,2017,1
7vAXN57IQ0sj049wZGIboE,0.0117,0.33,231720,0.7190000000000001,0.000297,3,0.0958,-6.557,1,0.0588,93.79799999999999,4,0.0886,12,91.0,2017,1
4hiUYb2nb6NlfTP9CD38Pe,0.00981,0.629,183710,0.764,0.0,7,0.221,-4.023,1,0.036000000000000004,123.97200000000001,4,0.5770000000000001,9,72.0,2017,1
3TRFq09DUgYj1mug6RRqJW,0.0948,0.405,248337,0.846,0.0,6,0.0666,-3.57,1,0.195,82.23200000000001,4,0.602,67,61.0,2017,1
728zbo72kOoYdGR3AhNsyF,0.29600000000000004,0.627,238373,0.721,6.409999999999999e-05,0,0.231,-7.782,0,0.0304,130.08,4,0.38299999999999995,60,74.0,2017,1
6s2wpWPFPAgKg2LXxi1Oee,0.36200000000000004,0.355,267600,0.6679999999999999,1.23e-06,0,0.727,-8.443999999999999,1,0.0482,139.734,4,0.413,81,82.0,2017,1
6O6M7pJLABmfBRoGZMu76Y,0.0361,0.716,225800,0.8059999999999999,0.00413,4,0.244,-7.602,1,0.0466,100.03299999999999,4,0.34700000000000003,34,80.5,2017,1
32DGGj6KlNuBr6WaqRxpxi,0.18899999999999997,0.8490000000000001,198237,0.581,3.61e-06,1,0.0805,-5.242999999999999,0,0.0767,110.008,4,0.779,18,84.0,2017,1
76gUmNLXGQVOsGhfcshkFP,0.245,0.8390000000000001,205163,0.521,0.00545,7,0.607,-10.45,1,0.166,105.992,4,0.33,65,98.0,2017,1
7vGuf3Y35N4wmASOKLUVVU,0.256,0.52,180823,0.7609999999999999,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,0.28600000000000003,83,93.0,2017,1
3EfugazgSddQvzZpkof5I4,0.127,0.698,200105,0.882,0.0,4,0.15,-3.0780000000000003,0,0.0863,106.083,4,0.445,66,86.0,2017,1
15coTBAzEN1bOeipoNDZAR,0.10300000000000001,0.642,255307,0.9390000000000001,0.0,5,0.8809999999999999,-3.967,1,0.0463,105.00299999999999,4,0.7559999999999999,67,77.0,2017,1
5hEM0JchdVzQ5PwvSfITeX,0.547,0.76,210323,0.838,1.3e-06,7,0.0664,-3.8280000000000003,0,0.0529,93.05,4,0.745,74,88.0,2017,1
7iDxZ5Cd0Yg08d4fI5WVtG,0.16899999999999998,0.713,228267,0.889,5.7999999999999994e-05,0,0.16899999999999998,-3.87,1,0.0376,101.977,4,0.96,54,91.0,2017,1
7129iqBafaphfc3WPCGC0L,0.29,0.742,237300,0.479,0.0,10,0.391,-5.83,1,0.0551,119.95100000000001,4,0.34600000000000003,52,79.0,2017,1
4WjH9Bzt3kx7z8kl0awxh4,0.00346,0.723,176561,0.809,0.00123,7,0.565,-3.0810000000000004,0,0.0625,98.007,4,0.27399999999999997,14,83.66666666666667,2017,1
57p8CBvPOxrvyCbn6ttl5r,0.0079,0.653,234286,0.91,0.0,10,0.318,-3.36,1,0.0566,126.04700000000001,4,0.0921,69,72.0,2017,1
75JFxkI2RXiU7L9VXzMkle,0.727,0.56,309600,0.442,1.7100000000000002e-05,5,0.11,-7.224,1,0.0243,146.44799999999998,4,0.212,85,93.0,2017,1
43jBqV3j3Xi1g6wO0bhIMd,0.273,0.7809999999999999,193181,0.57,0.0,11,0.196,-5.874,0,0.188,107.059,4,0.858,63,72.0,2017,1
7oolFzHipTMg2nL7shhdz2,0.086,0.64,227427,0.812,0.0,8,0.0509,-5.647,0,0.0834,86.01299999999999,4,0.914,67,98.0,2017,1
1f5cbQtDrykjarZVrShaDI,0.501,0.8390000000000001,209269,0.81,0.0,5,0.11699999999999999,-5.274,0,0.0568,129.014,4,0.8140000000000001,79,88.5,2017,1
4Yf5bqU3NK4kNOypcrLYwU,0.111,0.5539999999999999,162600,0.978,0.0,4,0.0731,-3.554,1,0.131,135.095,4,0.594,71,88.0,2017,1
3B7udSGy2PfgoCniMSb523,0.5589999999999999,0.581,300840,0.0549,0.0,10,0.0718,-20.514,0,0.0397,152.037,4,0.23399999999999999,77,98.0,2017,1
2ISl1zekPsc26sUQpVt8UB,0.128,0.541,220160,0.909,0.0,9,0.128,-3.1010000000000004,1,0.0358,203.862,4,0.9620000000000001,7,72.0,2017,1
3NdDpSvN911VPGivFlV5d0,0.0631,0.735,245200,0.451,1.3000000000000001e-05,0,0.325,-8.374,1,0.0585,117.973,4,0.0862,23,91.0,2017,1
6fwdbPMwP1zVStm8FybmkO,0.373,0.835,258880,0.413,0.00133,1,0.10099999999999999,-9.81,1,0.396,149.004,4,0.111,76,87.66666666666669,2017,1
37F0uwRSrdzkBiuj0D5UHI,0.142,0.705,218880,0.505,0.0,8,0.16399999999999998,-6.922999999999999,1,0.192,160.043,4,0.391,75,94.0,2017,1
1wC93sZRGcTgKLN2UWRSwW,0.0028899999999999998,0.621,221874,0.574,3.04e-05,1,0.128,-5.325,0,0.0555,104.344,4,0.537,10,80.0,2017,1
5PB8zB1MOZASboLquvinMF,0.158,0.623,188787,0.909,0.0,4,0.0972,-3.0789999999999997,0,0.0758,93.984,4,0.6509999999999999,61,82.5,2017,1
1Ft13La2daEGqz5yWJC7lx,0.128,0.909,197120,0.493,0.000147,3,0.127,-6.688,1,0.0735,94.016,4,0.8440000000000001,68,67.0,2017,1
2DQ1ITjI0YoLFzuADN1ZBW,0.0117,0.838,245387,0.7709999999999999,0.0,1,0.0853,-3.7910000000000004,1,0.244,175.957,4,0.405,78,89.0,2017,1
6Za3190Sbw39BBC77WSS1C,0.03,0.8140000000000001,232550,0.813,9.329999999999999e-05,2,0.255,-3.023,0,0.0561,79.997,4,0.8390000000000001,79,93.0,2017,1
3DX4Y0egvc0slLcLl31h2p,0.0155,0.665,265600,0.7709999999999999,9.6e-06,0,0.46,-5.779,1,0.0533,109.948,4,0.764,50,94.0,2017,1
0gb1J5UrTpzaU1s3nupgCd,0.0282,0.6709999999999999,189127,0.9159999999999999,0.00762,6,0.24,-4.013999999999999,0,0.0397,126.01,4,0.8029999999999999,74,80.0,2017,1
1UZOjK1BwmwWU14Erba9CZ,0.0767,0.573,231907,0.7809999999999999,2.64e-05,8,0.0813,-6.406000000000001,1,0.0555,139.934,4,0.34299999999999997,78,87.0,2017,1
2eMwDehkIC1j68U6FA3Eiq,0.00264,0.732,182707,0.75,0.0,11,0.109,-6.3660000000000005,0,0.231,155.096,4,0.401,13,89.0,2017,1
2KklXplRtxMsBYo474Es0w,0.19399999999999998,0.779,161322,0.6659999999999999,0.000556,5,0.0576,-7.361000000000001,1,0.0482,123.024,4,0.507,72,69.0,2017,1
5v9N8Rx3QsFvr50cxyQcA3,0.126,0.665,192160,0.7709999999999999,0.00449,1,0.27,-5.124,0,0.14,88.835,4,0.732,1,80.0,2017,1
7Hz6LLOVxrojLPIHJJ1S0E,0.9540000000000001,0.426,170964,0.177,0.0,5,0.317,-9.429,1,0.0436,133.483,1,0.317,42,92.0,2017,1
3CRDbSIZ4r5MsZ0YwxuEkn,0.0462,0.7340000000000001,202333,0.637,2.2899999999999998e-05,4,0.0602,-5.6770000000000005,0,0.141,169.977,4,0.648,84,88.0,2017,1
4dVpf9jZjcORqGTLUaeYj9,0.0651,0.797,173600,0.8440000000000001,0.0,11,0.087,-5.482,1,0.275,170.142,4,0.52,79,81.0,2017,1
6mICuAdrwEjh6Y6lroV2Kg,0.187,0.852,195840,0.773,3.05e-05,8,0.159,-2.9210000000000003,0,0.0776,102.03399999999999,4,0.907,77,89.0,2017,1
1nX9KhK3Fff27SnrIor2Yb,0.11800000000000001,0.7959999999999999,255560,0.5,0.0,1,0.155,-7.21,1,0.425,75.012,4,0.22699999999999998,71,91.0,2017,1
5Gd19NupVe5X8bAqxf9Iaz,0.0652,0.7909999999999999,209680,0.529,1.25e-05,7,0.218,-6.87,1,0.175,91.98100000000001,4,0.428,4,95.0,2017,1
6F609ICg9Spjrw1epsAnpa,0.0773,0.607,245227,0.47600000000000003,0.0,10,0.113,-11.075999999999999,0,0.249,122.976,5,0.34700000000000003,11,98.0,2017,1
2pnPe4pJtq7689i5ydzvJJ,0.812,0.6809999999999999,165733,0.715,9.43e-06,7,0.0777,-10.609000000000002,0,0.0912,152.132,4,0.9570000000000001,83,74.0,2017,1
6eYxmK9fdL4hwLnXG2zY3s,0.259,0.763,126346,0.726,0.0,1,0.0976,-6.405,1,0.282,139.059,4,0.349,74,95.0,2017,1
5qbcsZMwL0x46sX7VO37Ye,0.0338,0.66,199520,0.491,0.0,8,0.10099999999999999,-6.645,0,0.10099999999999999,154.132,4,0.376,67,83.0,2017,1
7gHs73wELdeycvS48JfIos,0.0291,0.589,212627,0.6509999999999999,3.2e-06,6,0.111,-5.0969999999999995,1,0.0306,90.01100000000001,4,0.166,78,88.0,2017,1
3uMB82o0qa7erhiZBW9KQC,0.0313,0.515,238419,0.902,0.0,6,0.09300000000000001,-4.729,0,0.38299999999999995,174.58900000000003,5,0.628,68,83.0,2017,1
12ip0ceCeszDTDFxDY1AXJ,0.0351,0.826,207546,0.466,0.0092,4,0.0833,-7.521,0,0.0425,124.95,4,0.5479999999999999,37,76.0,2017,1
0QV16pno66L6K3fn4W13b7,0.0112,0.7879999999999999,189230,0.6890000000000001,0.0,8,0.22,-7.211,1,0.13,136.045,4,0.6809999999999999,61,89.0,2017,1
1zsG4eaZmkA1dvjDDsAGLK,0.0322,0.7240000000000001,173720,0.895,0.0,7,0.09699999999999999,-3.617,1,0.0411,96.022,4,0.64,22,84.5,2017,1
