id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_popularity,artist_popularity,year,hit
0GhgoVLN3g3ESOfP4GfMXz,0.643,0.337,274957,0.332,0.0,6,0.557,-7.963000000000000,0,0.0329,79.88,4,0.18600000000000000,51,57.0,2018,0
71sD7fTNVPhnzvhmZo9hJB,0.0568,0.723,208248,0.596,0.0421,1,0.049,-7.924000000000000,1,0.0499,134.899,4,0.319,35,57.0,2019,0
0jqFM7E9z1PLYtPVCuFwAi,0.77,0.509,305000,0.41700000000000000,0.0946,10,0.0887,-9.632,1,0.0295,134.95600000000000,4,0.48200000000000000,64,71.0,2017,0
7tMbZ0RGW0jFsBw7ipEPEV,0.588,0.436,254013,0.473,4.35E-05,1,0.10300000000000000,-7.24,1,0.0307,108.906,4,0.242,65,63.0,2016,0
61GiMDN1kUiEQK6zHGMdnx,0.389,0.8220000000000000,162663,0.544,0.165,5,0.10800000000000000,-10.077,1,0.0358,121.96800000000000,4,0.826,59,59.0,2019,0
5v4qGjZrHIepDAsLGoYU0r,0.7880000000000000,0.489,253493,0.519,0.0,3,0.165,-4.876,1,0.0276,149.963,4,0.32900000000000000,42,69.0,2019,0
0Szyn0SgWSx5z1tw87zbOv,0.935,0.556,187243,0.0887,3.27E-06,6,0.11600000000000000,-18.289,1,0.0596,78.744,4,0.198,10,75.0,2018,0
1WGJcUaJaB2HWVeWjv4Yfz,0.094,0.0,11467,0.9210000000000000,0.0,0,0.376,-3.9190000000000000,1,0.0,0.0,0,0.0,1,0.0,2019,0
0Eqg0CQ7bK3RQIMPw1A7pl,0.701,0.5590000000000000,286928,0.42200000000000000,1.99E-06,11,0.0853,-11.89,1,0.195,74.002,4,0.191,78,82.0,2018,0
1G6LCMsx0HPSrWXgSVzHKB,0.691,0.496,231424,0.259,0.0019400000000000000,5,0.0876,-14.202,1,0.0625,135.45600000000000,4,0.18100000000000000,53,51.0,2019,0
3f9Mzvd3URfbbIJBX4pz9Z,0.239,0.884,146826,0.539,0.0,1,0.0805,-6.389000000000000,0,0.20800000000000000,85.008,4,0.7760000000000000,77,75.0,2019,0
1z1mMZtZW0gvR9FSPc7JpJ,0.9210000000000000,0.65,173237,0.171,0.0,6,0.127,-9.005,1,0.0519,119.522,4,0.284,72,66.0,2018,0
6xHI9KjUjYT0FPtGO8Mxa1,0.0153,0.46400000000000000,222533,0.813,0.0,10,0.254,-6.185,1,0.0416,75.975,4,0.516,79,87.0,2017,0
2rPe95TgVgmyQokYu1FQ2K,0.9490000000000000,0.627,164946,0.187,0.0464,1,0.0886,-16.576,1,0.0427,120.065,3,0.266,58,62.0,2019,0
3gwJhiaCPcdLgPePwxPd1S,0.9440000000000000,0.746,238088,0.174,0.0,7,0.0995,-8.717,0,0.0507,132.175,4,0.314,49,48.0,2017,0
0RScY1H5GhufUdvb65dWoE,0.644,0.622,238228,0.38300000000000000,0.0,4,0.0962,-8.648,1,0.0283,90.13600000000000,4,0.429,38,33.0,2018,0
3hHcL95Pqlj93e8YCAkkys,0.0862,0.7040000000000000,157008,0.902,0.0008450000000000000,3,0.168,-4.003,0,0.0518,124.007,4,0.402,67,67.0,2019,0
4UjxYMM2290d7KlCKVSOuQ,0.00629,0.507,200930,0.92,0.627,6,0.6680000000000000,-8.151,0,0.0561,129.013,4,0.225,58,53.5,2019,0
0XPlSuCVQ1nOhzTpFgnDSz,0.447,0.531,194997,0.491,0.0,5,0.0703,-5.47,0,0.042,129.38,4,0.521,71,83.0,2019,0
4Pv7OY4tfCA8KIdtlkANOS,0.506,0.9210000000000000,178320,0.4320000000000000,0.00223,0,0.0617,-11.109000000000000,1,0.0502,112.117,4,0.693,2,80.0,2017,0
4SsWVvNKAHJP1T2bP6d2ut,0.15,0.619,206413,0.46400000000000000,0.88,9,0.0791,-9.82,1,0.028000000000000000,79.033,3,0.58,61,66.0,2019,0
1DNMD4CEyX2XrFkOR4lvP1,0.9310000000000000,0.588,209280,0.0702,1.76E-05,8,0.113,-14.083,1,0.0338,128.361,4,0.141,61,49.0,2018,0
1D2Aldrksl9yWWCIPOeDzy,0.479,0.733,147840,0.8590000000000000,0.0645,9,0.105,-5.03,0,0.033,124.948,4,0.52,70,78.5,2019,0
54oNYGC5Sh6ZkvlsLYjPpC,0.418,0.927,175934,0.0796,0.235,2,0.11,-9.899,0,0.0671,117.01,3,0.5480000000000000,7,63.0,2018,0
1Bs9jRUjt9ct4YBVNGOrNN,0.00197,0.5540000000000000,139047,0.762,0.17,1,0.35200000000000000,-4.808,0,0.0895,126.132,1,0.42100000000000000,66,64.5,2019,0
5K09638EBQjVMrZYXA89aC,0.13700000000000000,0.8290000000000000,199199,0.8190000000000000,0.00792,2,0.282,-3.43,0,0.131,123.944,4,0.35,66,86.33333333333330,2018,0
4gbB4ORVF9jqFWgPF8277Z,0.485,0.762,180240,0.5820000000000000,0.0,8,0.113,-8.819000000000000,1,0.10400000000000000,139.998,4,0.297,68,77.0,2019,0
